frame_count,pose_score,part_names,keypoint_score,x,y,timestamp
4,0.5019006816779866,leftHip,0.039224445819854736,669.5292033702716,640.5708928693805,0
4,0.5019006816779866,rightHip,0.03374490141868591,521.059764966233,658.4121530097827,0
4,0.5019006816779866,leftKnee,0.0011297762393951416,655.1679567676837,732.9759711549992,0
4,0.5019006816779866,rightKnee,0.01731923222541809,530.5847480486211,732.9068408096045,0
4,0.5019006816779866,leftAnkle,0.003352820873260498,678.0235210537755,711.78314811305,0
4,0.5019006816779866,rightAnkle,0.006472885608673096,511.9988539066984,719.2841750278807,0
5,0.5020851896089666,nose,0.9986778497695923,611.8120843443355,123.31207810786732,0
5,0.5020851896089666,leftEye,0.9989962577819824,635.64081829453,104.18420825088232,0
5,0.5020851896089666,rightEye,0.9986557960510254,588.2506114205706,104.71001206782826,0
5,0.5020851896089666,leftEar,0.9884551763534546,670.8969131588781,131.61755511635226,0
5,0.5020851896089666,rightEar,0.97342848777771,556.2149644611095,129.06249196905839,0
5,0.5020851896089666,leftShoulder,0.7935639023780823,731.2014129102927,278.5446126837479,0
5,0.5020851896089666,rightShoulder,0.7676727771759033,499.3904274492797,287.12339970103477,0
5,0.5020851896089666,leftElbow,0.22473233938217163,850.5251044383749,424.6598175115752,0
5,0.5020851896089666,rightElbow,0.11117362976074219,362.6367892896555,422.35838471797473,0
5,0.5020851896089666,leftWrist,0.9198872447013855,791.6516042840806,528.5537157560649,0
5,0.5020851896089666,rightWrist,0.5650182366371155,433.7762738886363,541.1426977525678,0
5,0.5020851896089666,leftHip,0.07198581099510193,668.4927676713048,642.2550362034848,0
5,0.5020851896089666,rightHip,0.07488676905632019,531.9741939847273,656.0066684923673,0
5,0.5020851896089666,leftKnee,0.0008783936500549316,659.7420756187488,734.1719684266208,0
5,0.5020851896089666,rightKnee,0.03642630577087402,513.2183071974815,728.0499869898746,0
5,0.5020851896089666,leftAnkle,0.0034285783767700195,679.4167744570807,710.4636617292438,0
5,0.5020851896089666,rightAnkle,0.007580667734146118,511.1708106548175,717.1111705846953,0
6,0.5342191212317523,nose,0.998884916305542,611.2031788943802,123.41883609169408,0
6,0.5342191212317523,leftEye,0.9990643262863159,634.8615301104918,104.25691102680406,0
6,0.5342191212317523,rightEye,0.9989061951637268,587.7956169138339,104.8119280631082,0
6,0.5342191212317523,leftEar,0.9894620180130005,669.9616105658799,131.07425890470805,0
6,0.5342191212317523,rightEar,0.9707489609718323,555.4897174661584,127.99253296433832,0
6,0.5342191212317523,leftShoulder,0.8476260900497437,731.4472820048834,283.7466577897992,0
6,0.5342191212317523,rightShoulder,0.7500567436218262,498.5649514167299,286.8212408768503,0
6,0.5342191212317523,leftElbow,0.13977858424186707,849.2337653230783,420.21361100046255,0
6,0.5342191212317523,rightElbow,0.6738401055335999,355.00190913444686,423.1491557338781,0
6,0.5342191212317523,leftWrist,0.9119811654090881,789.2295702970229,531.7488057989823,0
6,0.5342191212317523,rightWrist,0.578566312789917,433.30530650283947,544.8741256981565,0
6,0.5342191212317523,leftHip,0.08063656091690063,670.2332084417653,645.3709532085218,0
6,0.5342191212317523,rightHip,0.10677209496498108,526.5934489266305,676.8121414853815,0
6,0.5342191212317523,leftKnee,0.0010476410388946533,657.2951455978175,734.629608957391,0
6,0.5342191212317523,rightKnee,0.022806614637374878,524.2757759044632,729.6848116422954,0
6,0.5342191212317523,leftAnkle,0.003332287073135376,678.5491624765185,713.5424777917694,0
6,0.5342191212317523,rightAnkle,0.008214443922042847,529.4823679285334,720.4796707421018,0
7,0.5280350464231828,nose,0.998887300491333,610.7348232616529,123.42651501036526,0
7,0.5280350464231828,leftEye,0.9988774061203003,634.3870566136195,104.53949175382915,0
7,0.5280350464231828,rightEye,0.9989296793937683,587.1209642635985,105.13794279935067,0
7,0.5280350464231828,leftEar,0.9802979230880737,669.1621191324896,130.5076749701249,0
7,0.5280350464231828,rightEar,0.9729421138763428,555.0605254055464,128.9896051507247,0
7,0.5280350464231828,leftShoulder,0.6432398557662964,725.68986791008,278.90764738384047,0
7,0.5280350464231828,rightShoulder,0.7608250975608826,498.0826878640679,285.88290432043243,0
7,0.5280350464231828,leftElbow,0.8079590201377869,860.4729156097293,425.3482423748886,0
7,0.5280350464231828,rightElbow,0.6019139289855957,352.69250599398566,423.15348842687774,0
7,0.5280350464231828,leftWrist,0.419374018907547,801.2212175386625,531.7086965995923,0
7,0.5280350464231828,rightWrist,0.6031832695007324,433.38379303097565,543.8438067519874,0
7,0.5280350464231828,leftHip,0.08220982551574707,673.3686642094923,649.9388497335868,0
7,0.5280350464231828,rightHip,0.06959712505340576,531.5750565051412,657.4026469180458,0
7,0.5280350464231828,leftKnee,0.0008104145526885986,659.2493576873263,733.2762547543174,0
7,0.5280350464231828,rightKnee,0.02248448133468628,527.2756555703588,730.4835617333127,0
7,0.5280350464231828,leftAnkle,0.0035980641841888428,679.0877314072746,711.2993340743215,0
7,0.5280350464231828,rightAnkle,0.011466264724731445,528.4577021952258,718.670628844646,0
8,0.5282901350189658,nose,0.9986157417297363,610.650371221634,122.57302669056675,0
8,0.5282901350189658,leftEye,0.9989937543869019,633.6857225618994,104.18128364964535,0
8,0.5282901350189658,rightEye,0.9988183975219727,586.1927304807348,104.3110984668397,0
8,0.5282901350189658,leftEar,0.9732947945594788,665.6868930414842,128.68898358261376,0
8,0.5282901350189658,rightEar,0.974960207939148,554.309577421032,128.8029272514477,0
8,0.5282901350189658,leftShoulder,0.610811710357666,725.7470934288709,279.27569339149875,0
8,0.5282901350189658,rightShoulder,0.7283046841621399,497.9923895152554,285.9300325627912,0
8,0.5282901350189658,leftElbow,0.8654747009277344,857.4109632792181,425.26206451549865,0
8,0.5282901350189658,rightElbow,0.5325360298156738,351.4970650939544,424.24311453836003,0
8,0.5282901350189658,leftWrist,0.8823717832565308,789.690542035047,529.3651667812414,0
8,0.5282901350189658,rightWrist,0.16309618949890137,423.12019814440424,539.6317303389833,0
8,0.5282901350189658,leftHip,0.09789100289344788,674.4221945019784,648.9372106184039,0
8,0.5282901350189658,rightHip,0.08475223183631897,528.2290378565596,657.0671991716351,0
8,0.5282901350189658,leftKnee,0.0008627474308013916,659.3494889516048,734.8213436729029,0
8,0.5282901350189658,rightKnee,0.05512478947639465,511.2611371302015,722.0079850313956,0
8,0.5282901350189658,leftAnkle,0.003680795431137085,680.2299611869187,710.3009006433319,0
8,0.5282901350189658,rightAnkle,0.011342734098434448,509.61783616223477,713.4039811920701,0
9,0.5185927082510555,nose,0.9985904693603516,608.8153240491572,121.69163084866707,0
9,0.5185927082510555,leftEye,0.9990866780281067,633.0069855316717,104.78027009127432,0
9,0.5185927082510555,rightEye,0.9990166425704956,584.5993890424388,105.65498151277241,0
9,0.5185927082510555,leftEar,0.976810097694397,664.4461482709033,130.842496972335,0
9,0.5185927082510555,rightEar,0.9743033647537231,554.7002374180271,129.930250602856,0
9,0.5185927082510555,leftShoulder,0.6148067712783813,724.6826071670988,279.2268645972536,0
9,0.5185927082510555,rightShoulder,0.7082055807113647,498.0179418357978,285.91249834027207,0
9,0.5185927082510555,leftElbow,0.8630378246307373,855.5935206617893,425.29498568752354,0
9,0.5185927082510555,rightElbow,0.501216471195221,352.4487182656872,423.35367303145557,0
9,0.5185927082510555,leftWrist,0.874564528465271,788.327034155321,529.825619480066,0
9,0.5185927082510555,rightWrist,0.10773336887359619,425.4166443109202,543.4279204251474,0
9,0.5185927082510555,leftHip,0.07258099317550659,665.9443201479272,645.9499519749692,0
9,0.5185927082510555,rightHip,0.06123796105384827,528.6484880782227,675.8832837824235,0
9,0.5185927082510555,leftKnee,0.000675499439239502,658.5806919787423,733.9538895456415,0
9,0.5185927082510555,rightKnee,0.04252305626869202,514.1588838574789,724.7010481984992,0
9,0.5185927082510555,leftAnkle,0.003946036100387573,677.7647113924063,712.338419462505,0
9,0.5185927082510555,rightAnkle,0.017740696668624878,511.25875273358525,712.1979516012626,0
10,0.5231119026156033,nose,0.9985525608062744,607.2241638013693,121.59458227324903,0
10,0.5231119026156033,leftEye,0.999125599861145,631.9312747588237,104.4049112420333,0
10,0.5231119026156033,rightEye,0.9987391829490662,583.3561198702093,103.75345999734444,0
10,0.5231119026156033,leftEar,0.9766345620155334,663.2903631579891,130.410592263205,0
10,0.5231119026156033,rightEar,0.9719987511634827,553.8836627756821,129.41004033674272,0
10,0.5231119026156033,leftShoulder,0.6710354089736938,723.5440489095581,279.7623102288497,0
10,0.5231119026156033,rightShoulder,0.731701135635376,497.4611951036788,285.60674566971625,0
10,0.5231119026156033,leftElbow,0.8840010166168213,854.3567524526767,421.6072202983655,0
10,0.5231119026156033,rightElbow,0.45086777210235596,351.55842655811875,424.5823468660053,0
10,0.5231119026156033,leftWrist,0.8614315390586853,788.1846735226317,529.410410429302,0
10,0.5231119026156033,rightWrist,0.10500237345695496,425.7223694284188,545.1417936358536,0
10,0.5231119026156033,leftHip,0.12506210803985596,667.375208578122,644.0826068008155,0
10,0.5231119026156033,rightHip,0.03954562544822693,532.4335236667191,655.7731966386762,0
10,0.5231119026156033,leftKnee,0.0007288455963134766,656.0597261247771,735.5119765432257,0
10,0.5231119026156033,rightKnee,0.05054515600204468,513.2036947738984,722.680990988748,0
10,0.5231119026156033,leftAnkle,0.003722280263900757,680.8536980459066,711.6188785486054,0
10,0.5231119026156033,rightAnkle,0.024208426475524902,508.98025433325796,709.958825362356,0
11,0.5009322937797097,nose,0.9987420439720154,605.7335706960085,122.1370670251679,0
11,0.5009322937797097,leftEye,0.9992820024490356,629.0515524342713,104.6355404770165,0
11,0.5009322937797097,rightEye,0.9990135431289673,581.3152320673313,105.65442804704632,0
11,0.5009322937797097,leftEar,0.9765421152114868,663.0039676919249,131.11770763731838,0
11,0.5009322937797097,rightEar,0.9582344889640808,552.827412241922,130.16941438641464,0
11,0.5009322937797097,leftShoulder,0.7242719531059265,722.1616707790657,279.1925343295984,0
11,0.5009322937797097,rightShoulder,0.6975244283676147,496.9900589584529,285.0422815690961,0
11,0.5009322937797097,leftElbow,0.49428147077560425,844.086897394902,423.04574966430664,0
11,0.5009322937797097,rightElbow,0.3630804419517517,350.98897599119823,426.6981506347656,0
11,0.5009322937797097,leftWrist,0.9772748947143555,784.11873501826,534.9854405721028,0
11,0.5009322937797097,rightWrist,0.09412875771522522,425.44146534060314,545.5231147899962,0
11,0.5009322937797097,leftHip,0.09621492028236389,668.7878381756409,643.611756709584,0
11,0.5009322937797097,rightHip,0.05492740869522095,529.8797983931007,653.6436346957557,0
11,0.5009322937797097,leftKnee,0.0008970201015472412,658.1071048037128,734.5837870815344,0
11,0.5009322937797097,rightKnee,0.052737653255462646,512.2016039626341,723.4060046547337,0
11,0.5009322937797097,leftAnkle,0.00279805064201355,678.0318646003118,714.0926776015967,0
11,0.5009322937797097,rightAnkle,0.0258978009223938,508.8454965807216,711.3653082596628,0
12,0.4983862340450287,nose,0.998532772064209,604.2314616849425,121.57844275758977,0
12,0.4983862340450287,leftEye,0.9991459846496582,629.4321404399425,104.23236110754179,0
12,0.4983862340450287,rightEye,0.9989793300628662,579.0281607549739,104.92304216351425,0
12,0.4983862340450287,leftEar,0.9760168790817261,662.6083138891252,130.5594049420273,0
12,0.4983862340450287,rightEar,0.9450002908706665,552.1319633404516,130.46401843690035,0
12,0.4983862340450287,leftShoulder,0.7346811890602112,722.4544067779659,278.4913809257641,0
12,0.4983862340450287,rightShoulder,0.6879830360412598,497.3767109190069,285.1623816239206,0
12,0.4983862340450287,leftElbow,0.8840681314468384,852.0060019127259,421.16017626042947,0
12,0.4983862340450287,rightElbow,0.3753339946269989,351.2120089884387,425.611592342979,0
12,0.4983862340450287,leftWrist,0.5561398863792419,787.5643500240013,539.7977086117393,0
12,0.4983862340450287,rightWrist,0.0982668399810791,424.02127974055054,547.5774149309125,0
12,0.4983862340450287,leftHip,0.1021321713924408,665.057907228507,645.353112471731,0
12,0.4983862340450287,rightHip,0.055360883474349976,531.4260178207576,656.8184892754805,0
12,0.4983862340450287,leftKnee,0.000680088996887207,657.0104400699253,736.4083286753871,0
12,0.4983862340450287,rightKnee,0.04563596844673157,514.6880906580018,729.7388652333042,0
12,0.4983862340450287,leftAnkle,0.00283929705619812,680.7152650880255,711.630949053848,0
12,0.4983862340450287,rightAnkle,0.011769235134124756,510.569302493171,716.5282204276637,0
13,0.4930207554031821,nose,0.9983518123626709,602.9813239788358,121.50999504223203,0
13,0.4930207554031821,leftEye,0.9990965127944946,627.197893884309,104.78113207900732,0
13,0.4930207554031821,rightEye,0.9988424777984619,577.6390021117053,104.74413821571751,0
13,0.4930207554031821,leftEar,0.9852993488311768,660.2777408158361,131.57450793082253,0
13,0.4930207554031821,rightEar,0.9792091846466064,550.5609248921527,130.79956121612014,0
13,0.4930207554031821,leftShoulder,0.7116646766662598,722.8230764837972,278.809475815087,0
13,0.4930207554031821,rightShoulder,0.6210837364196777,497.0207236182085,285.514583922269,0
13,0.4930207554031821,leftElbow,0.9172108769416809,851.811545512146,421.3884791993258,0
13,0.4930207554031821,rightElbow,0.3059747815132141,351.01687755014245,427.12967722039474,0
13,0.4930207554031821,leftWrist,0.625815212726593,785.3232355204608,542.6417795817057,0
13,0.4930207554031821,rightWrist,0.08821451663970947,423.5081412485269,547.6081573754026,0
13,0.4930207554031821,leftHip,0.0588802695274353,664.238111424043,646.9364179644668,0
13,0.4930207554031821,rightHip,0.05954417586326599,532.7514182141605,656.0820124442117,0
13,0.4930207554031821,leftKnee,0.0008182227611541748,653.4011284179588,734.5391618159779,0
13,0.4930207554031821,rightKnee,0.01247987151145935,529.4474240118257,731.4697533323053,0
13,0.4930207554031821,leftAnkle,0.0029839277267456055,676.8618779126627,714.309408957498,0
13,0.4930207554031821,rightAnkle,0.01588323712348938,509.320798137253,715.4410285280461,0
14,0.4781059535110698,nose,0.9982233047485352,602.4168437789103,121.63290726511102,1
14,0.4781059535110698,leftEye,0.999031126499176,626.206545079483,104.71122273227624,1
14,0.4781059535110698,rightEye,0.9990541934967041,577.4280394317269,103.65116186309278,1
14,0.4781059535110698,leftEar,0.984525740146637,658.8221806946594,131.22463995950264,1
14,0.4781059535110698,rightEar,0.9806582927703857,549.0625983189854,129.18086470219126,1
14,0.4781059535110698,leftShoulder,0.4162163734436035,703.7782239975948,277.14077062774123,1
14,0.4781059535110698,rightShoulder,0.6012105941772461,495.8950794750754,285.5304155851665,1
14,0.4781059535110698,leftElbow,0.6454603672027588,848.3294036329489,421.04227166426807,1
14,0.4781059535110698,rightElbow,0.24750679731369019,349.7311262470538,427.7875639262952,1
14,0.4781059535110698,leftWrist,0.9692478179931641,776.6821942372811,536.1161797506767,1
14,0.4781059535110698,rightWrist,0.06305226683616638,424.0017384701494,547.1014752304344,1
14,0.4781059535110698,leftHip,0.07125240564346313,662.1639555793435,644.1349846020079,1
14,0.4781059535110698,rightHip,0.08690908551216125,528.61770823346,655.6745047318308,1
14,0.4781059535110698,leftKnee,0.0007525086402893066,654.061097658502,734.4411749588816,1
14,0.4781059535110698,rightKnee,0.04191145300865173,512.002230769481,724.8576395135176,1
14,0.4781059535110698,leftAnkle,0.0024498403072357178,681.2106610708646,713.5757523252253,1
14,0.4781059535110698,rightAnkle,0.02033904194831848,508.5940349861611,714.3999675282261,1
15,0.4651656711802763,nose,0.9974309802055359,601.7942299737422,120.99087497644257,1
15,0.4651656711802763,leftEye,0.9989224672317505,625.3217611573297,105.00831938626473,1
15,0.4651656711802763,rightEye,0.9989363551139832,577.2372147072741,103.69909855357388,1
15,0.4651656711802763,leftEar,0.9855724573135376,657.4013495228224,132.62968213934647,1
15,0.4651656711802763,rightEar,0.9847632646560669,548.4328122380806,129.43153180574114,1
15,0.4651656711802763,leftShoulder,0.45929577946662903,703.3199403561913,277.16530582361054,1
15,0.4651656711802763,rightShoulder,0.5938654541969299,495.10673587436946,285.3934880306846,1
15,0.4651656711802763,leftElbow,0.5576580762863159,848.5354441629119,425.5360626756099,1
15,0.4651656711802763,rightElbow,0.2884679436683655,350.29576047344233,427.60694537246434,1
15,0.4651656711802763,leftWrist,0.7995147705078125,776.8702538518818,538.537233586897,1
15,0.4651656711802763,rightWrist,0.0528796911239624,423.3857344092876,553.693678337231,1
15,0.4651656711802763,leftHip,0.07655853033065796,665.3345226838468,643.0368577388294,1
15,0.4651656711802763,rightHip,0.05518227815628052,528.7064582814786,652.6060055013288,1
15,0.4651656711802763,leftKnee,0.0007447302341461182,657.1759565722957,737.259935077868,1
15,0.4651656711802763,rightKnee,0.03983679413795471,509.49470807734014,727.9519486009028,1
15,0.4651656711802763,leftAnkle,0.0023519396781921387,680.4853524653282,712.4526609454239,1
15,0.4651656711802763,rightAnkle,0.015834897756576538,509.03776714488646,716.4719989843535,1
16,0.49160542908836813,nose,0.9975389242172241,600.9496623610954,120.65993459601151,1
16,0.49160542908836813,leftEye,0.998964786529541,625.2410245034722,104.81706719649465,1
16,0.49160542908836813,rightEye,0.9984958171844482,575.7750769864443,104.5028853834721,1
16,0.49160542908836813,leftEar,0.9861660003662109,657.4841802668974,132.80865368090178,1
16,0.49160542908836813,rightEar,0.9841673374176025,547.6728041491366,130.00404157136614,1
16,0.49160542908836813,leftShoulder,0.5343103408813477,702.424698372036,278.76234088027684,1
16,0.49160542908836813,rightShoulder,0.6338106989860535,495.6439024946314,283.2811817369963,1
16,0.49160542908836813,leftElbow,0.9298537969589233,848.7456862669152,421.6516421134012,1
16,0.49160542908836813,rightElbow,0.2495916187763214,350.51155020883704,427.6810602556195,1
16,0.49160542908836813,leftWrist,0.8095341324806213,776.4604825192216,539.027837117513,1
16,0.49160542908836813,rightWrist,0.0403209924697876,423.5877367671971,551.912667123895,1
16,0.49160542908836813,leftHip,0.0866447389125824,664.286566809963,643.9441279361122,1
16,0.49160542908836813,rightHip,0.07555505633354187,526.3503382450892,653.8653407180518,1
16,0.49160542908836813,leftKnee,0.0008615255355834961,655.0709257882345,735.5268632319935,1
16,0.49160542908836813,rightKnee,0.015852928161621094,526.9098279876114,729.6672372650681,1
16,0.49160542908836813,leftAnkle,0.0026704072952270508,681.9231017699321,714.2491193403278,1
16,0.49160542908836813,rightAnkle,0.012953191995620728,526.5984721983673,717.6812867950974,1
17,0.49882007346433754,nose,0.997539758682251,600.8273713765435,121.1106216698362,1
17,0.49882007346433754,leftEye,0.9988065361976624,624.5047997746262,104.10553179289165,1
17,0.49882007346433754,rightEye,0.9990712404251099,577.1024937871529,102.66843427691543,1
17,0.49882007346433754,leftEar,0.9898569583892822,656.6352567189072,132.8268732104385,1
17,0.49882007346433754,rightEar,0.9401507377624512,545.6865431707454,129.70796417771723,1
17,0.49882007346433754,leftShoulder,0.4920708239078522,703.2405564564876,276.7516353674102,1
17,0.49882007346433754,rightShoulder,0.6202035546302795,495.6720170119029,284.6289932518674,1
17,0.49882007346433754,leftElbow,0.9291635751724243,848.6251103335455,421.68459072447655,1
17,0.49882007346433754,rightElbow,0.3058244585990906,350.6109334402493,427.2716321443256,1
17,0.49882007346433754,leftWrist,0.8209756016731262,776.7567155885138,539.0586197167112,1
17,0.49882007346433754,rightWrist,0.13757142424583435,419.00575754391355,541.8633698580558,1
17,0.49882007346433754,leftHip,0.07786962389945984,662.4478223326922,646.0051807604337,1
17,0.49882007346433754,rightHip,0.09009262919425964,524.0101425359401,654.7346091688725,1
17,0.49882007346433754,leftKnee,0.0010301470756530762,658.2966745473318,734.7059644732559,1
17,0.49882007346433754,rightKnee,0.05099263787269592,508.46285868373116,722.1734716181169,1
17,0.49882007346433754,leftAnkle,0.00289994478225708,683.0850466020086,712.6327052869294,1
17,0.49882007346433754,rightAnkle,0.025821596384048462,506.314950950434,716.1394321709348,1
18,0.4849703645004946,nose,0.9977089166641235,600.8069943451602,121.72389114112184,1
18,0.4849703645004946,leftEye,0.9989801049232483,624.3139794030952,105.00743330570688,1
18,0.4849703645004946,rightEye,0.9990962743759155,576.733260880211,103.27824776632744,1
18,0.4849703645004946,leftEar,0.9861522912979126,656.9125465422829,132.65394093697532,1
18,0.4849703645004946,rightEar,0.9833852648735046,547.441826065123,131.29916475530254,1
18,0.4849703645004946,leftShoulder,0.43500325083732605,702.7788681605701,278.390320895011,1
18,0.4849703645004946,rightShoulder,0.5804360508918762,495.5770295618104,285.28818097030904,1
18,0.4849703645004946,leftElbow,0.9307971000671387,847.4829424993269,421.8660478424607,1
18,0.4849703645004946,rightElbow,0.25930941104888916,349.39564053816974,428.2692678351151,1
18,0.4849703645004946,leftWrist,0.8036232590675354,775.1294106035765,539.7110239664713,1
18,0.4849703645004946,rightWrist,0.09241870045661926,421.79086672779175,544.0147316246702,1
18,0.4849703645004946,leftHip,0.09133115410804749,660.6663549395934,646.0484086421498,1
18,0.4849703645004946,rightHip,0.045332521200180054,527.0966339607387,654.2887463485985,1
18,0.4849703645004946,leftKnee,0.001000732183456421,658.2742703937585,734.6425227115028,1
